"MotifID","Position","Frm","FrmP","FrmN","Total_Coverage","CoverageP","CoverageN"
1,258,45.0361832061069,59.3216949152542,33.33,131,59,72
2,492,43.0873983739837,39.583125,45.3301333333333,123,48,75
3,598,65.4223364485981,86.0493023255814,51.56359375,107,43,64
4,661,75.8335833333333,89.58375,66.6668055555556,120,48,72
5,903,46.3706145251397,49.3834567901235,43.8804081632653,179,81,98
6,1040,76.7684848484848,58.33625,94.1164705882353,99,48,51
7,1875,56.6869426751592,60.2735616438356,53.57,157,73,84
8,1948,57.6949358974359,62.50125,55.0034,156,56,100
9,2632,65.2159627329193,69.5617391304348,61.9566304347826,161,69,92
10,2991,69.5676086956522,56.065,81.945,138,66,72
11,3256,70.5443410852713,52.3095384615385,89.0640625,129,65,64
12,4360,67.0211170212766,51.8867924528302,86.585,188,106,82
13,4599,55.5576328502415,52.3823809523809,58.8262745098039,207,105,102
14,4710,58.3935766423358,30.4358695652174,72.5260439560439,137,46,91
15,6260,63.6814427860696,56.699793814433,70.1931730769231,201,97,104
16,7198,0.605528700906344,0,1.28480769230769,331,175,156
17,8012,55.9998,62.4979166666667,50.0015384615385,200,96,104
18,8269,57.0886567164179,62.6771830985915,50.7904761904762,268,142,126
19,8859,54.076652360515,51.0621276595745,58.6967391304348,233,141,92
20,10058,49.3094470046083,47.4556779661017,51.5189898989899,217,118,99
21,10628,46.3928865979381,39.2540186915888,55.1728735632184,194,107,87
22,11554,66.4798863636364,69.3910204081633,62.8223076923077,176,98,78
23,12711,55.5555555555556,66.36,43.3030927835052,207,110,97
24,12720,49.7479396984925,50.4733333333333,48.9376595744681,199,105,94
25,12818,61.2578534031414,61.7997752808989,60.785,191,89,102
26,13642,55.0221686746988,63.8114285714286,48.6133333333333,249,105,144
27,14301,65.1183255813953,65.7668468468468,64.4261538461538,215,111,104
28,14623,48.4928428093646,47.65171875,49.1224561403509,299,128,171
29,17138,60.0904035874439,65.6,53.0628571428571,223,125,98
30,17310,57.752192513369,71.0257009345794,39.998875,187,107,80
31,18384,56.8699618320611,62.9385314685315,49.5774789915966,262,143,119
32,19003,57.3760655737705,49.2406818181818,66.9641964285714,244,132,112
33,19309,57.0230212765957,57.9366666666667,55.9668807339449,235,126,109
34,22712,59.8148858447489,65.5528888888889,55.8116279069768,219,90,129
35,22991,61.0474418604651,42.8590476190476,78.4090909090909,172,84,88
36,23339,77.3713684210526,69.1623364485981,87.9540963855422,190,107,83
37,25798,60.205612244898,71.5928409090909,50.9271296296296,196,88,108
38,26010,23.5492966360856,31.33,15.5269565217391,327,166,161
39,27035,53.1004482758621,62.3494117647059,39.99775,290,170,120
40,28724,80.3012121212121,80.2196703296703,80.3705607476635,198,91,107
41,29268,76.2719774011299,73.685,78.2186138613861,177,76,101
42,29465,63.9270776255708,56.48,71.1728828828829,219,108,111
43,30207,59.3216949152542,49.9985820895522,71.5697058823529,236,134,102
44,31753,69.6870472440945,77.5193798449612,61.60408,254,129,125
45,31938,69.9150884955752,78.1864545454546,62.0715517241379,226,110,116
46,33795,59.584,59.1226277372263,60.1976699029126,240,137,103
47,34588,73.5576923076923,71.7175757575758,75.2289908256881,208,99,109
48,34701,62.4468122270742,66.6687407407407,56.3834042553191,229,135,94
49,35211,64.7068137254902,61.0556842105263,67.8889908256881,204,95,109
50,35306,65.726572769953,68.1817272727273,63.1045631067961,213,110,103
51,35949,41.086976744186,29.0607692307692,51.066170212766,258,117,141
