"MotifID","Position","Frm","FrmP","FrmN","Total_Coverage","CoverageP","CoverageN"
1,258,81.2475,89.47,69.23,32,19,13
2,492,86.208275862069,81.82,88.89,29,11,18
3,598,90.0008,93.55,84.21,50,31,19
4,661,94,100,87.5,50,26,24
5,903,83.3366666666667,86.67,79.17,54,30,24
6,1040,89.1284782608696,92,85.71,46,25,21
7,1875,90.5666037735849,96.15,85.19,53,26,27
8,1948,86.79,88.89,85.71,53,18,35
9,2632,85.7130612244898,100,79.41,49,15,34
10,2991,97.7786666666667,95.24,100,45,21,24
11,3256,96.2220754716981,95.45,96.77,53,22,31
12,4360,92.1865625,90.32,93.94,64,31,33
13,4599,91.8060655737705,85.19,97.06,61,27,34
14,4710,82.496,33.33,96.77,40,9,31
15,6260,88.4613461538462,86.21,91.3,52,29,23
16,7198,3.12640625,2.44,4.35,64,41,23
17,8012,88.8914814814815,89.66,88,54,29,25
18,8269,87.8806060606061,90,84.62,66,40,26
19,8859,86.954347826087,82.05,93.33,69,39,30
20,10058,77.0845833333333,65.22,88,48,23,25
21,10628,72.3408510638298,57.69,90.48,47,26,21
22,11554,98.1162264150943,96.88,100,53,32,21
23,12711,85.4166666666667,93.75,68.75,48,32,16
24,12720,89.7967346938776,87.5,94.12,49,32,17
25,12818,96.0796078431372,92.31,100,51,26,25
26,13642,88.3311666666667,93.1,83.87,60,29,31
27,14301,91.6666666666667,90,93.75,72,40,32
28,14623,89.6067532467532,89.74,89.47,77,39,38
29,17138,93.5087012987013,95.35,91.18,77,43,34
30,17310,89.8320338983051,92.11,85.71,59,38,21
31,18384,83.0966197183099,89.74,75,71,39,32
32,19003,92.0010666666667,88.24,95.12,75,34,41
33,19309,86.0782278481013,87.5,84.62,79,40,39
34,22712,83.9998666666667,85.29,82.93,75,34,41
35,22991,78.33,73.33,83.33,60,30,30
36,23339,87.6503703703704,80.43,97.14,81,46,35
37,25798,83.6378181818182,86.96,81.25,55,23,32
38,26010,29.3452173913043,33.33,25.53,92,45,47
39,27035,86.3615151515152,85.29,87.5,66,34,32
40,28724,92.5364179104478,92.31,92.68,67,26,41
41,29268,94.9966666666667,93.75,95.45,60,16,44
42,29465,90.9072727272727,88,92.68,66,25,41
43,30207,85.7122857142857,81.25,89.47,70,32,38
44,31753,91.25425,92.11,90.48,80,38,42
45,31938,84.1253968253968,91.3,80,63,23,40
46,33795,77.6123880597015,82.61,75,67,23,44
47,34588,78.0816438356164,83.33,74.42,73,30,43
48,34701,76.8113043478261,83.33,69.7,69,36,33
49,35211,83.33,90,80.43,66,20,46
50,35306,83.3318181818182,82.14,84.21,66,28,38
51,35949,63.9362295081967,59.09,66.67,61,22,39
52,36221,83.1011267605634,81.25,84.62,71,32,39
53,38083,68.0008,61.54,75,25,13,12
54,38089,76.7867857142857,75.76,78.26,56,33,23
55,39889,75.6772972972973,80,72.73,37,15,22
56,39980,69.39,71.43,67.86,49,21,28
57,40278,68.2912195121951,68.18,68.42,41,22,19
58,40435,72.4144827586207,61.54,81.25,29,13,16
59,40637,32.4310810810811,52.63,11.11,37,19,18
60,40764,57.5005,63.16,52.38,40,19,21
61,41015,90.6221875,85.71,100,32,21,11
62,41205,88.2347058823529,86.67,89.47,34,15,19
63,41348,79.3089655172414,57.14,100,29,14,15
64,42533,93.1825,90.48,95.65,44,21,23
65,43152,88.6363636363636,90,87.5,44,20,24
66,43258,84,92,76,50,25,25
67,44324,86.4408474576271,78.57,93.55,59,28,31
68,44357,89.2878571428571,80.77,96.67,56,26,30
69,44684,86.7935849056604,83.33,89.66,53,24,29
70,44873,88.0957142857143,88.89,87.5,42,18,24
71,45201,93.3341666666667,96,91.43,60,25,35
72,45446,88.6769811320755,85.71,92,53,28,25
73,46200,88.46,80.77,96.15,52,26,26
74,47217,72.1332786885246,72.73,71.43,61,33,28
75,47514,93.2196610169491,96.43,90.32,59,28,31
76,48490,57.1427142857143,48.39,64.1,70,31,39
77,48749,90.6962790697674,96,83.33,43,25,18
78,49412,80.0010909090909,84.62,75.86,55,26,29
79,49555,73.7708196721312,83.33,64.52,61,30,31
80,49609,56.6706666666667,67.86,46.88,60,28,32
81,49691,85.2961764705882,87.88,82.86,68,33,35
82,50405,86.205,79.31,93.1,58,29,29
83,50754,73.0786538461539,66.67,77.42,52,21,31
84,51163,67.2162295081967,67.86,66.67,61,28,33
85,52079,87.49875,85.71,88.89,64,28,36
86,52858,86.6636666666667,88.46,85.29,60,26,34
87,53173,86.5705970149254,86.67,86.49,67,30,37
88,53184,82.0919402985075,78.38,86.67,67,37,30
89,53301,69.2330769230769,71.43,66.67,52,28,24
90,54795,93.9427272727273,91.67,96.67,66,36,30
91,54840,97.297027027027,97.22,97.37,74,36,38
92,55391,71.4269642857143,79.31,62.96,56,29,27
93,55684,96.6110169491525,93.55,100,59,31,28
94,56408,95.7756338028169,94.29,97.22,71,35,36
95,56578,89.8526086956522,83.33,94.87,69,30,39
96,56663,90.2775,85.29,94.74,72,34,38
97,57478,78.3371666666667,68.97,87.1,60,29,31
98,57672,86.1563076923077,75.68,100,65,37,28
99,57750,84.055652173913,69.44,100,69,36,33
100,58057,65.5739344262295,57.14,72.73,61,28,33
101,58095,78.3355,66.67,87.88,60,27,33
102,59322,82.6060869565217,68.18,95.83,46,22,24
103,59335,83.3337037037037,69.23,96.43,54,26,28
104,59477,76.0012,42.86,100,50,21,29
105,59708,88.0617910447761,81.82,94.12,67,33,34
106,60044,82.6104347826087,76,90.48,46,25,21
107,60274,76.9223076923077,66.67,85.71,52,24,28
108,61379,84.127619047619,81.58,88,63,38,25
109,62702,85.7142857142857,87.5,84,49,24,25
110,62906,84.055652173913,90.24,75,69,41,28
111,64998,75.0016071428571,81.48,68.97,56,27,29
112,65583,63.9391803278689,59.38,68.97,61,32,29
113,66076,56.8996551724138,41.67,67.65,58,24,34
114,66388,73.6810526315789,83.33,57.14,57,36,21
115,66505,75.7148571428571,81.58,68.75,70,38,32
116,66900,70.5878431372549,72,69.23,51,25,26
117,67464,64.369540229885,57.45,72.5,87,47,40
118,68426,72.6020547945205,78.95,65.71,73,38,35
119,68864,80.6467741935484,60.87,92.31,62,23,39
120,72045,78.5717142857143,82.93,72.41,70,41,29
121,72206,81.0148101265823,85.11,75,79,47,32
122,72288,81.0794594594595,84.78,75,74,46,28
123,72414,83.8216176470588,92.68,70.37,68,41,27
124,72637,78.79,84.85,72.73,66,33,33
125,72711,68.5735714285714,79.49,54.84,70,39,31
126,72720,69.3525806451613,82.35,53.57,62,34,28
127,72965,78.7877272727273,82.86,74.19,66,35,31
128,73017,63.1582894736842,60.98,65.71,76,41,35
129,73106,74.6471830985915,80.85,62.5,71,47,24
130,73155,85.7166666666667,90.48,76.19,63,42,21
131,73176,83.0770769230769,91.67,72.41,65,36,29
132,73202,75.001875,71.43,77.78,64,28,36
133,73657,73.1719512195122,69.05,77.5,82,42,40
134,74627,94.2021739130435,97.22,90.91,69,36,33
135,75771,73.21375,60,83.87,56,25,31
136,75788,71.4304761904762,63.64,80,63,33,30
137,76212,85.7184126984127,87.1,84.38,63,31,32
138,76390,78.2594202898551,78.12,78.38,69,32,37
139,77460,78.1254166666667,79.55,76.92,96,44,52
140,78246,79.3106896551724,79.17,79.41,58,24,34
141,80836,75.4347368421053,83.33,61.9,57,36,21
142,82644,84.0884090909091,76.19,91.3,44,21,23
143,83778,91.0423880597015,88.46,92.68,67,26,41
144,89702,78.9473684210526,81.25,76,57,32,25
145,90319,82.0898507462687,87.88,76.47,67,33,34
146,90706,78.5707142857143,83.78,72.73,70,37,33
147,91104,79.0322580645161,81.82,75.86,62,33,29
148,92380,83.5798507462687,83.87,83.33,67,31,36
149,92522,75.0013461538461,64.71,80,52,17,35
150,92943,80.3024242424243,73.68,89.29,66,38,28
151,93325,81.9652459016393,83.33,81.08,61,24,37
152,93708,77.7803703703704,89.66,64,54,29,25
153,95423,70.4561363636364,53.85,77.42,44,13,31
154,97219,76.1188059701492,90.32,63.89,67,31,36
155,98092,83.3342857142857,82.22,84.62,84,45,39
156,98316,87.837027027027,81.82,92.68,74,33,41
157,98895,67.6098591549296,57.58,76.32,71,33,38
158,98991,77.7788888888889,78.95,76.47,72,38,34
159,100153,66.665,64.1,70.37,66,39,27
160,101196,76.9232307692308,68.97,83.33,65,29,36
161,101442,87.6522222222222,86.84,88.37,81,38,43
162,101621,84.045,85.11,82.98,94,47,47
163,101645,85.544578313253,90,81.4,83,40,43
164,101987,84.0602898550725,81.4,88.46,69,43,26
165,102577,83.5318823529412,78.05,88.64,85,41,44
166,103183,80.8209589041096,70.73,93.75,73,41,32
167,104863,82.4318918918919,73.68,91.67,74,38,36
168,106974,88.5433333333333,86.96,90,96,46,50
169,109167,63.1607368421053,45.95,74.14,95,37,58
170,109331,74.444,73.17,75.51,90,41,49
171,109647,81.2509375,81.4,81.13,96,43,53
172,110693,75.7581818181818,82.86,67.74,66,35,31
173,110719,72.5790322580645,43.48,89.74,62,23,39
174,111081,72.4177586206897,75.68,66.67,58,37,21
175,111953,67.504,59.38,72.92,80,32,48
176,112496,85.7154285714286,86.84,84.38,70,38,32
177,113156,70.1294805194805,66.67,73.68,77,39,38
178,113311,67.6898461538462,76.47,58.06,65,34,31
179,114932,72.5806451612903,75,70,62,32,30
180,115547,63.7948275862069,50,76.67,58,28,30
181,116292,66.2650602409639,50,80,83,38,45
182,118075,73.7709836065574,75,71.43,61,40,21
183,119122,93.4427868852459,92.59,94.12,61,27,34
184,119641,87.9348275862069,84.38,92.31,58,32,26
185,119739,74.5101960784314,68,80.77,51,25,26
186,120198,77.7788888888889,68.57,89.29,63,35,28
187,120814,53.7294029850746,52.63,55.17,67,38,29
188,124149,81.8219480519481,80.56,82.93,77,36,41
189,124313,73.2146428571429,68,77.42,56,25,31
190,125129,82.2606451612903,97.06,64.29,62,34,28
191,125441,79.7487341772152,67.65,88.89,79,34,45
192,125819,80,78.95,80.95,80,38,42
193,126195,83.5840298507463,86.21,81.58,67,29,38
194,126526,74.5766101694915,59.26,87.5,59,27,32
195,127820,89.3936363636364,89.29,89.47,66,28,38
196,129611,80.282676056338,86.21,76.19,71,29,42
197,129794,68.8513114754098,73.08,65.71,61,26,35
198,135326,71.2321917808219,71.43,71.05,73,35,38
199,135723,48.1518518518519,59.38,31.82,54,32,22
200,135934,65.96,55.56,80,47,27,20
201,136463,82.2222222222222,75,88,45,20,25
202,136585,82,88,76,50,25,25
203,137278,69.6966666666667,62.5,76.47,33,16,17
204,137319,66.6675,60,71.43,48,20,28
205,138058,84.0032,82.61,85.19,50,23,27
206,138378,80.0012727272727,71.43,88.89,55,28,27
207,138501,77.7785185185185,72,82.76,54,25,29
208,139131,79.5454545454545,70,87.5,44,20,24
209,140146,80.6483870967742,71.43,88.24,31,14,17
210,140789,60,50,68.75,30,14,16
211,140831,73.6852631578947,77.78,70,38,18,20
212,141326,57.895,42.11,73.68,38,19,19
213,142157,81.8166666666667,82.35,81.25,33,17,16
214,144013,35.5915254237288,32.35,40,59,34,25
215,144251,78.184,82.76,73.08,55,29,26
216,144340,87.7184210526316,90.91,83.33,57,33,24
217,145529,85.4587272727273,91.67,80.65,55,24,31
218,145620,90.908,86.36,93.94,55,22,33
219,146290,87.7555102040816,91.3,84.62,49,23,26
220,149475,91.938064516129,93.94,89.66,62,33,29
221,151848,67.65,63.89,71.88,68,36,32
222,152488,84.615,80.77,88.46,52,26,26
223,153396,93.94,88.89,100,66,36,30
224,153422,95.4563636363636,100,92.86,44,16,28
225,154750,77.1915789473684,85.29,65.22,57,34,23
226,154957,74.99625,85.29,63.33,64,34,30
227,156516,94.2307692307692,100,88,52,27,25
228,157138,34.0404255319149,45.45,24,47,22,25
229,158654,94.1182352941177,90.91,100,17,11,6
230,158974,42.1052631578947,20,50,19,5,14
231,162564,75,66.67,83.33,24,12,12
232,163496,40.623125,33.33,50,32,18,14
233,163589,62.0696551724138,61.11,63.64,29,18,11
234,165818,47.8265217391304,66.67,27.27,23,12,11
235,166110,82.3558823529412,78.95,86.67,34,19,15
236,166259,75.0017857142857,70.59,81.82,28,17,11
237,166552,86.2089655172414,87.5,84.62,29,16,13
238,166609,89.6562068965517,87.5,92.31,29,16,13
239,166754,89.2860714285714,84.62,93.33,28,13,15
240,167379,59.0936363636364,61.54,55.56,22,13,9
241,168386,69.2284615384615,80,57.89,39,20,19
242,169135,94.8702564102564,95.45,94.12,39,22,17
243,169324,86.1127777777778,92.31,82.61,36,13,23
244,170247,75.8658620689655,91.67,64.71,29,12,17
245,173054,68.8480327868852,72.41,65.62,61,29,32
246,174905,82.2781012658228,78.05,86.84,79,41,38
247,174950,67.2403448275862,79.41,50,58,34,24
248,175748,69.5633333333333,65.71,73.53,69,35,34
249,175814,74.998,83.33,62.5,60,36,24
250,176793,88.6379545454545,82.61,95.24,44,23,21
251,177967,89.9972,90.62,88.89,50,32,18
252,178971,75.4101639344262,82.14,69.7,61,28,33
253,179369,79.3127586206897,71.43,86.67,58,28,30
254,181208,66.6672916666667,58.62,78.95,48,29,19
255,181590,75.8610344827586,59.26,90.32,58,27,31
256,181973,75.9988,80.77,70.83,50,26,24
257,185730,55.9996,46.15,66.67,25,13,12
258,185790,45.4563636363636,41.67,50,22,12,10
259,185823,45.455,36.36,54.55,22,11,11
260,186022,35.002,54.55,11.11,20,11,9
261,186255,35.7142857142857,25,50,14,8,6
262,186498,33.335,42.86,20,12,7,5
263,186940,0,0,NA,3,3,NA
264,186957,0,0,NA,3,3,NA
265,187050,25,25,NA,4,4,NA
266,187617,66.6666666666667,60,100,6,5,1
267,187636,50,50,50,8,6,2
268,188219,66.6666666666667,70,62.5,18,10,8
269,189410,94.87,92.31,96.15,39,13,26
270,189972,66.6702380952381,63.16,69.57,42,19,23
271,190618,84.6169230769231,70.59,91.43,52,17,35
272,191051,79.5887755102041,73.33,82.35,49,15,34
273,191179,76.4676470588235,80.95,73.33,51,21,30
274,191243,90.1681967213115,94.74,88.1,61,19,42
275,191895,96.2977777777778,88.24,100,54,17,37
276,192500,75.388,61.54,84.62,65,26,39
277,192835,91.3820689655172,100,84.38,58,26,32
278,193201,78.7236170212766,78.95,78.57,47,19,28
279,193536,90.3243548387097,86.21,93.94,62,29,33
280,193809,86.4844594594595,84.85,87.8,74,33,41
281,193842,81.8159090909091,83.78,79.31,66,37,29
282,193888,95.835,91.18,100,72,34,38
283,194191,89.5529850746269,87.5,91.43,67,32,35
284,194537,82.3552941176471,75.56,90,85,45,40
285,195651,75.0030769230769,62.5,80.56,52,16,36
286,195793,71.1534615384615,57.89,78.79,52,19,33
287,196021,81.0341379310345,79.17,82.35,58,24,34
288,196399,71.6646666666667,67.74,75.86,60,31,29
289,197128,96.8253968253968,93.75,100,63,32,31
290,197374,71.43,73.08,70,56,26,30
291,197719,80.77,69.23,92.31,52,26,26
292,197767,71.43,41.18,92,42,17,25
293,197843,74.416976744186,75,73.91,43,20,23
294,198067,92.498,88.89,95.45,40,18,22
295,198742,85.0015,90.91,77.78,40,22,18
296,198862,79.2416981132075,65.38,92.59,53,26,27
297,199434,68.001,65.22,70.37,50,23,27
298,200969,90.625,87.5,93.75,64,32,32
299,202036,75.86,72.41,79.31,58,29,29
300,202834,82.2606451612903,75,88.24,62,28,34
301,203483,89.7936734693877,84.21,93.33,49,19,30
302,203837,86.1558461538462,88.24,83.87,65,34,31
303,204835,80.7680769230769,77.78,82.35,52,18,34
304,205243,81.6334693877551,80,82.76,49,20,29
305,206942,91.547323943662,93.75,89.74,71,32,39
306,207141,89.038904109589,87.5,90.24,73,32,41
307,207652,80.3025757575758,90.32,71.43,66,31,35
308,209961,73.0778846153846,80.65,61.9,52,31,21
309,210155,85.9626315789474,71.43,94.44,57,21,36
310,211192,74.666,61.29,84.09,75,31,44
311,211474,86.0773417721519,86.11,86.05,79,36,43
312,211916,87.5026785714286,80.65,96,56,31,25
313,211965,81.819696969697,79.41,84.38,66,34,32
314,212362,91.8918918918919,100,85,74,34,40
315,213068,86.49,94.29,79.49,74,35,39
316,213884,89.4757894736842,90.48,88.68,95,42,53
317,214908,79.2464150943396,75,81.82,53,20,33
318,214915,76.6673333333333,72.41,80.65,60,29,31
319,215087,89.4731578947368,95.83,84.85,57,24,33
320,215537,89.1295652173913,88.89,89.47,46,27,19
321,216150,88.2394117647059,91.67,84.38,68,36,32
322,216412,96.775,93.55,100,62,31,31
323,216657,91.3060869565217,90.48,92,46,21,25
324,218491,93.3325,92.59,93.94,60,27,33
325,221253,90.9087878787879,84.21,100,33,19,14
326,221429,81.8195454545454,65.22,100,44,23,21
327,221725,67.4409302325581,70.83,63.16,43,24,19
328,221953,84.21,78.95,89.47,38,19,19
329,222649,88.0954761904762,89.47,86.96,42,19,23
330,223017,87.8063414634146,80,92.31,41,15,26
331,223156,78.9457894736842,82.35,76.19,38,17,21
332,223884,88.0016,94.44,84.38,50,18,32
333,223941,71.4285714285714,40,84,35,10,25
334,224161,70.004,91.67,55.56,30,12,18
335,224807,80.9514285714286,58.33,90,42,12,30
336,225593,92.1570588235294,85.71,96.67,51,21,30
337,226335,81.8163636363636,88.46,75.86,55,26,29
338,228449,68.1795454545455,72,65.85,66,25,41
339,228458,63.0733846153846,58.33,65.85,65,24,41
340,228556,80.35625,81.48,79.31,56,27,29
341,229786,86.7911320754717,72.73,96.77,53,22,31
342,230443,72.7254545454546,60,83.33,33,15,18
343,232331,78.3335,73.68,80.49,60,19,41
344,233685,85.0023333333333,82.76,87.1,60,29,31
345,234656,88.2341176470588,83.33,95.24,51,30,21
346,236676,85.9636842105263,88.46,83.87,57,26,31
347,237241,84.4858620689655,88.89,80.65,58,27,31
348,237423,85.71,85.71,85.71,56,21,35
349,238273,87.2727272727273,84,90,55,25,30
350,238990,81.0358620689655,92.86,70,58,28,30
351,239218,82.6668,90.91,76.19,75,33,42
352,240081,82.6925,90.91,68.42,52,33,19
353,242141,88.3133766233766,90,86.49,77,40,37
354,243204,81.24609375,62.96,94.59,64,27,37
355,243234,80.4870731707317,78.72,82.86,82,47,35
356,244011,90.4771428571429,86.67,94.87,84,45,39
357,245395,68.3316666666667,77.14,56,60,35,25
358,246883,86.5671641791045,80,93.75,67,35,32
359,246940,85.7157142857143,78.95,93.75,70,38,32
360,247477,73.75275,66.67,80.49,80,39,41
361,247600,82.8953947368421,79.07,87.88,76,43,33
362,247798,77.1447142857143,67.57,87.88,70,37,33
363,248321,81.8172727272727,78.57,87.5,44,28,16
364,248669,84.850303030303,85,84.62,66,40,26
365,249472,85.9390625,81.58,92.31,64,38,26
366,250540,83.3318181818182,83.78,82.76,66,37,29
367,250699,95.004,92.86,96.88,60,28,32
368,251008,97.3694736842105,95.92,100,76,49,27
369,251289,76.9246153846154,87.5,67.86,52,24,28
370,254074,93.9003658536585,95.74,91.43,82,47,35
371,254095,92.858,95.12,89.66,70,41,29
372,255298,85.295,88.24,82.35,68,34,34
373,256007,97.2238888888889,100,94.74,72,34,38
374,256289,85.2431147540984,90.62,79.31,61,32,29
375,256490,94.8042857142857,97.67,91.18,77,43,34
376,256554,83.3361538461538,78.79,86.67,78,33,45
377,257073,95.7142857142857,90,100,70,30,40
378,257903,95.7168571428572,100,92.11,70,32,38
379,258490,87.0083116883117,90.62,84.44,77,32,45
380,258564,84.6169230769231,70.59,91.43,52,17,35
381,258751,88.2367647058824,100,78.95,68,30,38
382,258905,97.0597058823529,96.3,97.56,68,27,41
383,260384,90.4130136986301,91.67,89.19,73,36,37
384,262107,75.7571212121212,60.87,83.72,66,23,43
385,262123,70.1491044776119,70,70.27,67,30,37
386,262772,78.873661971831,65.38,86.67,71,26,45
387,263595,89.8303389830509,86.21,93.33,59,29,30
388,264307,92.062380952381,90.91,93.33,63,33,30
389,264844,82.1455357142857,77.78,86.21,56,27,29
390,265036,87.8790909090909,83.87,91.43,66,31,35
391,265175,95.59,94.12,97.06,68,34,34
392,265408,85.9157746478873,87.88,84.21,71,33,38
393,267965,87.3015873015873,100,75,63,31,32
394,268501,87.5,85.71,89.29,56,28,28
395,269061,79.9996363636364,77.78,82.14,55,27,28
396,269963,84.8477272727273,83.78,86.21,66,37,29
397,270094,86.3618181818182,83.33,90,66,36,30
398,270441,71.7946153846154,72.22,71.43,39,18,21
399,271610,78.377027027027,72.22,84.21,37,18,19
400,271686,65.00275,66.67,63.16,40,21,19
401,273147,78.5717857142857,73.33,84.62,28,15,13
402,274211,92.3096153846154,88.89,94.12,26,9,17
403,274737,50.0014285714286,41.67,56.25,28,12,16
404,275229,65.2165217391304,77.78,57.14,23,9,14
405,275332,56.5217391304348,87.5,40,23,8,15
406,275572,66.6666666666667,60,70,15,5,10
407,275634,66.67,66.67,66.67,9,3,6
408,276793,69.2307692307692,100,60,13,3,10
409,276828,86.664,100,83.33,15,3,12
410,277081,82.3505882352941,80,83.33,17,5,12
411,277092,100,100,100,17,5,12
