"MotifID","Position","Frm","FrmP","FrmN","Total_Coverage","CoverageP","CoverageN"
1,258,88.3116883116883,100,77.5,77,37,40
2,492,86.6636,87.5,86.27,75,24,51
3,598,90.3625301204819,100,80.49,83,42,41
4,661,95.3677777777778,100,92.42,108,42,66
5,903,89.6915463917526,94.74,86.44,97,38,59
6,1040,96.7391304347826,90,100,92,30,62
7,1875,93.4065934065934,91.3,95.56,91,46,45
8,1948,91.9536781609196,91.18,92.45,87,34,53
9,2632,95.6061538461538,97.62,93.88,91,42,49
10,2991,95.4055172413793,95.24,95.56,87,42,45
11,3256,94.1152941176471,87.8,100,85,41,44
12,4360,90.6768644067797,85.45,95.24,118,55,63
13,4599,92.1733913043478,87.76,95.45,115,49,66
14,4710,81.9234939759036,52.63,90.62,83,19,64
15,6260,87.7209649122807,81.97,94.34,114,61,53
16,7198,7.78718562874251,5.62,10.26,167,89,78
17,8012,79.2459433962264,81.82,76.47,106,55,51
18,8269,81.9309677419355,85.71,77.46,155,84,71
19,8859,88.2376470588235,85.94,90.28,136,64,72
20,10058,90.1758928571429,81.58,94.59,112,38,74
21,10628,86.4867567567567,78.95,90.41,111,38,73
22,11554,92.4790977443609,91.04,93.94,133,67,66
23,12711,90.3996,88.33,92.31,125,60,65
24,12720,88.6178048780488,84.48,92.31,123,58,65
25,12818,94.3271631205674,90.57,96.59,141,53,88
26,13642,88.7236842105263,92,86.75,133,50,83
27,14301,91.8494074074074,87.5,95.77,135,64,71
28,14623,87.2582165605096,90.32,85.26,157,62,95
29,17138,83.7193023255814,82.09,85.48,129,67,62
30,17310,87.8514018691589,86.96,89.47,107,69,38
31,18384,83.5339024390244,84.21,82.95,164,76,88
32,19003,82.2709219858156,70.97,91.14,141,62,79
33,19309,83.5695714285714,83.56,83.58,140,73,67
34,22712,87.4093706293706,85.96,88.37,143,57,86
35,22991,85.7140476190476,76.47,92,126,51,75
36,23339,94.51,91.78,96.7,164,73,91
37,25798,88.2373109243698,95,81.36,119,60,59
38,26010,21.0206818181818,21.95,20.21,176,82,94
39,27035,86.0911258278146,90.8,79.69,151,87,64
