"MotifID","Position","Frm","FrmP","FrmN","Total_Coverage","CoverageP","CoverageN"
1,43,70.831875,68,73.91,48,25,23
2,71,73.8085714285714,72.22,75,42,18,24
3,238,75.0013333333333,67.86,81.25,60,28,32
4,311,73.2103571428571,72.41,74.07,56,29,27
5,1226,78.8759154929577,70.59,86.49,71,34,37
6,3129,73.685,75.61,71.43,76,41,35
7,3966,63.4157317073171,60,67.57,82,45,37
8,4848,70.1325974025974,68.89,71.88,77,45,32
9,5241,43.0244186046512,45.1,40,86,51,35
10,5322,53.4290410958904,30.56,75.68,73,36,37
11,5407,72.0943023255814,68.09,76.92,86,47,39
12,5852,67.8144827586207,60.78,77.78,87,51,36
13,7194,82.6516326530612,75.47,91.11,98,53,45
14,7245,82.93,82.93,82.93,82,41,41
15,7475,77.6457647058824,70.73,84.09,85,41,44
16,7904,57.8115625,37.14,82.76,64,35,29
17,7911,56.3367605633803,35.71,86.21,71,42,29
18,10064,79.5902040816326,70.83,88,49,24,25
19,11437,81.52,79.31,85.29,92,58,34
20,12908,76.745,62.79,90.7,86,43,43
21,14284,78.3140963855422,78,78.79,83,50,33
22,16578,83.335,84.62,82.05,78,39,39
23,18392,81.3972093023256,75.61,86.67,86,41,45
24,19046,83.5797014925373,57.14,95.65,67,21,46
25,20674,79.415,67.65,91.18,68,34,34
26,20704,84.0435106382979,79.25,90.24,94,53,41
27,21529,82.9534090909091,85.71,79.49,88,49,39
28,21556,82.7967741935484,77.78,87.5,93,45,48
29,22402,85.9636842105263,83.87,88.46,114,62,52
30,24095,65.5134482758621,73.21,51.61,87,56,31
31,26062,71.9107865168539,80,61.54,89,50,39
32,26741,78.0047,79.37,75.68,100,63,37
33,26896,85,82.14,88.64,100,56,44
34,27796,62.0688505747126,62.5,61.29,87,56,31
35,30082,80.2466666666667,86.84,74.42,81,38,43
36,30171,74.7371578947368,81.13,66.67,95,53,42
37,32229,81.3712745098039,85.71,77.36,102,49,53
38,32904,75.6490434782609,76.92,74.6,115,52,63
39,33599,78.9488421052632,72.34,85.42,95,47,48
40,33824,74.528679245283,67.31,81.48,106,52,54
41,34446,82.0023,90.2,73.47,100,51,49
42,34738,74.9984090909091,76.47,72.97,88,51,37
43,34768,77.8952631578947,86,68.89,95,50,45
44,35584,64.5583544303797,79.49,50,79,39,40
45,36834,77.1142372881356,85.71,71.01,118,49,69
46,37392,69.0504761904762,85.37,53.49,84,41,43
47,37465,78.070350877193,90.57,67.21,114,53,61
48,37990,86.1668085106383,86.84,85.71,94,38,56
49,39065,69.8635616438356,76.92,65.96,73,26,47
50,40070,80.489756097561,77.78,81.82,82,27,55
51,42340,75.2576288659794,75,75.51,97,48,49
52,44444,69.736447368421,73.33,64.52,76,45,31
53,45003,77.921948051948,74.47,83.33,77,47,30
54,45762,28.9457894736842,47.5,8.33,76,40,36
55,46357,78.6682666666667,76.32,81.08,75,38,37
56,46669,68.4795652173913,71.43,63.89,92,56,36
57,48309,71.58,75.44,65.79,95,57,38
58,48995,78.3116867469879,71.11,86.84,83,45,38
59,49018,72.3713157894737,68.09,79.31,76,47,29
