"MotifID","Position","Frm","FrmP","FrmN","Total_Coverage","CoverageP","CoverageN"
1,620,98.5417883211679,96.95,100,274,131,143
2,727,99.021568627451,99.06,98.98,204,106,98
3,782,98.6448813559322,98.41,98.82,295,126,169
4,881,99.2252895752896,99.24,99.21,259,132,127
5,1168,98.6838258575198,97.91,99.47,379,191,188
6,1570,98.2212213740458,98.08,98.38,393,208,185
7,1635,99.2347959183674,99.09,99.42,392,220,172
8,1724,99.7481795511222,99.49,100,401,198,203
9,2021,99.5231503579952,99.1,100,419,222,197
10,2354,99.0748148148148,98.73,99.49,432,236,196
11,2516,99.0746420323326,98.11,100,433,212,221
12,2633,98.6025641025641,99.01,98.24,429,202,227
13,2762,97.7403611738149,97.26,98.21,443,219,224
14,3074,98.3171789473684,98.42,98.2,475,253,222
15,3263,98.4829367088607,100,97.16,395,184,211
16,3756,97.6636518046709,98.3,97.03,471,235,236
17,3905,99.0096825396825,99.61,98.39,504,256,248
18,4821,99.5232779097387,99.41,99.6,421,170,251
19,4917,97.7730957683741,97.46,98.12,449,236,213
20,5346,97.4937866108787,97.17,97.84,478,247,231
21,5490,99.8012625250501,100,99.53,499,288,211
22,5852,97.3393791574279,97.36,97.31,451,265,186
23,6034,96.68234375,97.64,95.37,512,296,216
24,6062,96.8307317073171,96.14,97.74,410,233,177
25,6356,99.4133333333333,98.9,100,510,272,238
26,6515,95.971935483871,99.31,91.35,496,288,208
27,6598,99.5730341880342,100,99.03,468,262,206
28,6788,99.1513530655391,99.59,98.68,473,245,228
29,6803,98.0401764705882,98.32,97.65,510,297,213
30,7917,93.1210810810811,90.64,95.59,407,203,204
31,8431,99.385,99.18,99.59,490,245,245
32,8445,100,100,100,514,282,232
33,8583,99.7454659949622,99.53,100,397,215,182
34,8617,98.0512475633528,97.06,99.17,513,272,241
35,8628,98.795845410628,98.31,99.44,414,236,178
36,8760,99.1888438133874,99.28,99.07,493,279,214
37,8836,99.1014831460674,97.96,100,445,196,249
38,9100,99.0617176470588,99.53,98.6,425,211,214
39,9174,95.7461702127659,94.29,96.61,376,140,236
40,9181,96.9719696969697,96.58,97.49,462,263,199
41,9343,97.5467857142857,98.94,95.18,448,282,166
42,9462,98.8110693069307,99.23,98.37,505,259,246
43,9621,99.5721108742004,99.6,99.54,469,251,218
44,9648,99.1136,98.72,99.54,450,234,216
45,9690,99.579537815126,99.62,99.53,476,262,214
46,9916,98.3411374407583,97.06,99.54,422,204,218
47,10019,99.3094482758621,99.16,99.49,435,238,197
48,10076,99.7991497975708,100,99.59,494,252,242
49,10601,95.177106918239,91.13,99.56,477,248,229
50,11327,98.1556221198157,97.78,98.56,434,225,209
51,11494,94.625376344086,84.38,100,372,128,244
52,11664,98.9227741935484,99.21,98.58,465,253,212
53,12260,99.2419647355164,98.98,99.5,397,197,200
54,12871,98.8084523809524,98.42,99.2,504,253,251
55,12902,98.018297029703,96.68,99.24,505,241,264
56,12926,99.2329885057471,99.62,98.84,522,263,259
57,13094,98.8603415559772,98.84,98.88,527,259,268
58,13396,99.812196969697,100,99.63,528,260,268
59,13576,99.0158620689655,99.11,98.9,406,224,182
60,13657,99.045,98.85,99.24,524,262,262
61,14315,98.2186138613861,100,96.54,505,245,260
62,14367,99.048,98.55,99.6,525,276,249
63,14573,99.6025447316103,100,99.16,503,265,238
64,14744,99.1566197183099,97.87,99.62,355,94,261
65,14751,98.6123459244533,99.24,97.93,503,262,241
66,14895,98.2268700787402,97.21,99.22,508,251,257
67,14972,99.7868656716418,100,99.51,469,265,204
68,15382,97.8136496350365,99.59,95.27,411,242,169
69,15851,98.4259332023576,98.08,98.79,509,261,248
70,16539,97.5777966101695,96.39,98.63,413,194,219
71,16731,97.2544139650873,98.41,95.3,401,252,149
72,16869,97.1502612826603,94.18,99.57,421,189,232
73,17461,92.1689932885906,88.94,94.76,447,199,248
74,17746,97.3613387423935,97.14,97.58,493,245,248
75,17844,99.2571287128713,99.07,99.47,404,215,189
76,17870,97.3616622691293,92.86,99.25,379,112,267
77,17948,97.4195427435388,96.95,97.93,503,262,241
78,17979,96.9174293059126,95.76,97.77,389,165,224
79,18362,99.2959016393443,99.59,98.9,427,245,182
80,18485,99.7910460251046,100,99.56,478,251,227
81,18549,97.7084439359268,96.75,98.23,437,154,283
82,19156,99.2178125,99.26,99.17,512,272,240
83,20831,94.1725460122699,88.72,97.93,326,133,193
84,20879,97.2237222222222,99.01,94.94,360,202,158
85,20909,99.3853388090349,99.26,99.54,487,269,218
86,21735,98.3692766726944,97.79,98.93,553,272,281
87,22449,98.844331797235,98.48,99.15,434,198,236
88,22497,99.8105263157895,99.64,100,532,280,252
89,22694,100,100,100,527,278,249
90,23043,99.787829787234,100,99.64,470,193,277
91,23186,96.4835164835165,99.2,93.2,455,249,206
92,23217,99.8055360623782,99.57,100,513,232,281
93,23352,100,100,100,533,272,261
94,23423,99.6026930693069,100,99.12,505,277,228
95,23627,99.4188974854932,99.61,99.23,517,257,260
96,23667,99.7759423503326,99.53,100,451,215,236
97,23702,99.6208,99.21,100,525,252,273
98,23720,98.74589958159,96.91,100,478,194,284
99,23919,99.6151434034417,100,99.26,523,251,272
100,23936,98.8288109161793,99.6,98.09,513,251,262
101,23955,99.2352290076336,99.25,99.22,524,266,258
102,24004,98.4843506493506,97.77,99.48,462,269,193
103,24116,99.5908624229979,99.57,99.61,487,233,254
104,24320,99.8130943396227,100,99.61,530,276,254
105,24399,98.5996962616822,98.34,98.79,428,181,247
106,24444,97.6967741935484,95.1,100,434,204,230
107,25219,98.4800571428571,97.29,99.63,525,258,267
108,25274,98.6975217391304,97.94,99.25,460,194,266
109,25294,98.3238129496403,99.59,96.59,417,241,176
110,25450,99.3533333333333,99,99.62,465,200,265
111,25579,99.8011377245509,100,99.59,501,258,243
112,26162,99.5950408163265,99.59,99.6,490,243,247
113,26256,100,100,100,468,195,273
114,26283,100,100,100,502,248,254
115,26478,99.5358660508083,99.01,100,433,203,230
116,26808,99.7662412993039,100,99.35,431,276,155
117,27734,100,100,100,451,210,241
118,27798,98.8462817551963,97.24,100,433,181,252
119,27993,98.7701639344262,97.52,100,488,242,246
120,28149,96.4399049881235,96.73,96.14,421,214,207
121,28496,98.9279613733905,99.6,98.17,466,247,219
122,28674,98.8546991404011,99.38,98.41,349,160,189
123,28905,98.3190476190476,100,96.47,357,187,170
124,28927,99.2984345794392,98.98,99.57,428,197,231
125,29070,99.1933243967828,99.11,99.32,373,225,148
126,29120,95.6525603864734,97.17,94.06,414,212,202
127,29179,92.2682989690722,87.57,96.55,388,185,203
128,29445,84.1213399503722,90.3,75.3,403,237,166
129,29784,97.2527688787185,98.68,95.71,437,227,210
130,30120,98.490475161987,98.27,98.71,463,231,232
131,30569,99.40116,99.58,99.24,500,237,263
132,31406,98.0855531914894,97.72,98.55,470,263,207
133,31447,99.8062015503876,100,99.6,516,266,250
134,32117,99.7843162393162,100,99.51,468,262,206
135,34030,97.3433333333333,96.09,98.91,414,230,184
136,34077,95.9689924433249,98.07,93.68,397,207,190
137,34387,95.3798152424942,94.04,96.97,433,235,198
138,34483,97.5314382022472,97.05,98.08,445,237,208
139,34780,99.2684615384615,98.98,99.43,273,98,175
140,34889,95.5902450980392,96.12,95.05,408,206,202
141,35118,98.0777777777778,96.54,100,468,260,208
142,35220,99.7913016528926,99.61,100,484,259,225
143,35398,99.5351501154734,99.62,99.4,433,266,167
144,35534,99.7834273318872,100,99.52,461,253,208
145,35717,99.7525980392157,100,99.51,408,202,206
146,36031,98.5444314868805,98.08,99.26,343,208,135
147,36106,95.2248314606741,90,99.49,356,160,196
148,36129,97.1936734693877,96.02,98.15,392,176,216
149,36319,94.2428272251309,92.08,96.67,382,202,180
150,36329,94.7015887850467,95.16,94.07,321,186,135
151,36571,97.3706299212598,95.6,98.99,381,182,199
152,36728,94.3820608899297,94.31,94.48,427,246,181
153,36757,98.8706515580736,99.52,97.95,353,207,146
154,36767,98.74905,98.03,100,400,254,146
155,36832,99.5103921568628,99.12,100,408,227,181
156,36970,99.347385620915,99.63,98.94,459,271,188
157,37007,99.1656993736952,99.23,99.09,479,259,220
158,37514,99.7797356828194,100,99.5,454,254,200
159,37780,98.3937967914438,98.17,98.71,374,219,155
160,38426,98.4769130434783,99.19,97.65,460,247,213
161,38988,99.775,100,99.58,448,208,240
162,39110,99.150656779661,98.39,100,472,249,223
163,39284,99.5348598130841,99.21,100,428,252,176
164,39300,99.224496124031,98.36,100,387,183,204
165,39328,99.54625,99.57,99.52,440,231,209
166,39524,98.6372479564033,99.13,97.81,367,230,137
167,40070,99.2834367541766,98.61,100,419,216,203
168,40220,98.7643209876543,99.59,97.5,405,245,160
169,40778,98.1465517241379,97.12,99.41,377,208,169
170,40850,99.0363344051447,100,97.3,311,200,111
171,41017,98.6105,99.54,97.2,360,217,143
172,41330,98.8484682080925,98.29,99.42,346,175,171
173,41597,96.8864174454829,96.95,96.82,321,164,157
174,41607,92.5797816593886,87.13,96.88,229,101,128
175,41657,96.5310410094637,96.86,96.2,317,159,158
176,41836,93.1148502994012,92.26,93.98,334,168,166
177,42195,86.5378461538462,75.49,93.67,260,102,158
178,42515,96.480027100271,94.89,97.93,369,176,193
179,42743,98.1839393939394,99.06,96.61,165,106,59
180,42748,100,100,100,307,184,123
181,43135,97.4780112044818,96.89,98.17,357,193,164
182,43369,99.1497450424929,98.89,99.42,353,180,173
183,43377,100,100,100,290,185,105
184,43759,99.7353562005277,99.41,100,379,170,209
185,43968,99.462091152815,98.86,100,373,176,197
186,43980,98.5124257425743,100,96.98,404,205,199
187,44049,98.5711666666667,98.21,98.98,420,223,197
188,44094,99.5075186104218,99.54,99.47,403,216,187
189,44129,97.7987421383648,94.4,100,318,125,193
190,44393,99.7645070422535,99.56,100,426,228,198
191,44564,99.3447264770241,100,98.62,457,240,217
192,44648,99.3293736017897,99.15,99.53,447,236,211
193,44744,98.5804255319149,100,97.22,423,207,216
194,44821,99.7857510729614,100,99.52,466,258,208
195,44981,98.9890379746835,97.39,100,395,153,242
